ID,DATOP,FLTID,DEPSTN,ARRSTN,STD,STA,STATUS,AC,target
train_id_19,1/23/2016,TU 9038 ,TUN,DJE,1/23/2016 8:50,2016-01-23 09.45.00,ATA,TU 736IOL,19
train_id_20,1/23/2016,TU 0717 ,ORY,TUN,1/23/2016 10:55,2016-01-23 13.20.00,ATA,TU 32AIMI,27
train_id_21,1/24/2016,TU 0430 ,DJE,LYS,1/24/2016 14:05,2016-01-24 16.25.00,ATA,TU 31AIMJ,0
train_id_22,1/27/2016,TU 0789 ,BRU,TUN,1/27/2016 11:35,2016-01-27 14.15.00,ATA,TU 32AIMF,31
train_id_23,2/1/2016,TU 0913 ,TUN,MED,2/1/2016 19:40,2016-02-02 00.00.00,ATA,TU 320IMT,10
train_id_24,2/2/2016,TU 0711 ,TUN,CMN,2/2/2016 6:55,2016-02-02 09.40.00,ATA,TU 320IMU,24
train_id_25,2/2/2016,TU 0226 ,TUN,BEG,2/2/2016 8:00,2016-02-02 10.05.00,ATA,TU 32AIMN,9
train_id_26,2/2/2016,TU 0723 ,ORY,TUN,2/2/2016 18:30,2016-02-02 20.55.00,ATA,TU 320IMR,0
train_id_27,2/2/2016,TU 0397 ,TUN,OUA,2/2/2016 18:30,2016-02-02 22.50.00,ATA,TU 31BIMQ,0
train_id_28,2/2/2016,TU 0217 ,IST,TUN,2/2/2016 20:10,2016-02-02 23.00.00,ATA,TU 32AIMN,0
train_id_29,2/3/2016,TU 0398 ,ABJ,TUN,2/3/2016 1:55,2016-02-03 07.05.00,ATA,TU 31BIMQ,0
train_id_30,2/3/2016,TU 0473 ,VCE,TUN,2/3/2016 10:00,2016-02-03 11.45.00,ATA,TU 320IMU,9
train_id_31,2/4/2016,TU 0680 ,TUN,MRS,2/4/2016 8:25,2016-02-04 10.00.00,ATA,TU 31AIMK,49
train_id_32,2/4/2016,TU 0700 ,TUN,GVA,2/4/2016 12:40,2016-02-04 14.35.00,ATA,TU 31BIMO,0
train_id_33,2/4/2016,TU 0850 ,TUN,LYS,2/4/2016 12:15,2016-02-04 14.05.00,ATA,TU 736IOK,24
train_id_34,2/4/2016,TU 0756 ,TUN,MXP,2/4/2016 12:30,2016-02-04 14.15.00,ATA,TU 32AIMN,12
train_id_35,2/4/2016,TU 0208 ,TUN,NTE,2/4/2016 12:50,2016-02-04 15.15.00,ATA,TU 736IOR,7
train_id_36,2/4/2016,TU 0635 ,MIR,DJE,2/4/2016 15:05,2016-02-04 15.45.00,ATA,TU 31AIMJ,20
train_id_37,2/4/2016,TU 0757 ,MXP,TUN,2/4/2016 15:05,2016-02-04 17.00.00,ATA,TU 32AIMN,20
train_id_38,2/5/2016,TU 0711 ,TUN,CMN,2/5/2016 6:55,2016-02-05 09.40.00,ATA,TU 320IMV,125
train_id_39,2/5/2016,TU 0847 ,TUN,BEY,2/5/2016 9:30,2016-02-05 12.45.00,ATA,TU 31BIMO,13
train_id_40,2/5/2016,TU 0881 ,AMS,TUN,2/5/2016 10:10,2016-02-05 13.00.00,ATA,TU 736IOK,37
train_id_41,2/5/2016,TU 0745 ,FRA,TUN,2/5/2016 10:30,2016-02-05 12.55.00,ATA,TU 32AIMC,25
train_id_42,2/5/2016,TU 0902 ,TUN,MRS,2/5/2016 14:05,2016-02-05 15.45.00,ATA,TU 736IOK,50
train_id_43,2/5/2016,TU 0717 ,ORY,TUN,2/5/2016 10:55,2016-02-05 13.15.00,ATA,TU 320IMS,12
train_id_44,2/5/2016,TU 0515 ,BCN,TUN,2/5/2016 16:40,2016-02-05 18.15.00,ATA,TU 320IMS,93
train_id_45,2/5/2016,TU 0724 ,TUN,ORY,2/5/2016 18:30,2016-02-05 20.50.00,ATA,TU 32AIMN,10
train_id_46,2/6/2016,TU 0635 ,ORY,DJE,2/6/2016 17:40,2016-02-06 20.25.00,ATA,TU 320IMS,147
train_id_47,2/7/2016,TU 0714 ,JED,TUN,2/7/2016 0:55,2016-02-07 05.30.00,ATA,TU 332IFM,15
train_id_48,2/8/2016,TU 0339 ,ALG,TUN,2/8/2016 17:00,2016-02-08 18.10.00,ATA,TU 320IMU,0
train_id_49,2/8/2016,TU 0319 ,LIS,MAD,2/8/2016 18:00,2016-02-08 19.25.00,ATA,TU 736IOR,0
train_id_50,2/8/2016,TU 0247 ,SXB,TUN,2/8/2016 18:30,2016-02-08 20.45.00,ATA,TU 736IOP,20
train_id_51,2/8/2016,TU 0913 ,TUN,MED,2/8/2016 19:40,2016-02-09 00.00.00,ATA,TU 320IMR,0
train_id_52,2/10/2016,TU 0338 ,TUN,ALG,2/10/2016 14:30,2016-02-10 15.50.00,ATA,TU 320IMT,0
train_id_53,2/10/2016,TU 0722 ,TUN,ORY,2/10/2016 15:10,2016-02-10 17.30.00,ATA,TU 320IMW,0
train_id_54,2/10/2016,TU 0719 ,ORY,TUN,2/10/2016 14:55,2016-02-10 17.20.00,ATA,TU 32AIMF,5
train_id_55,2/10/2016,TU 0757 ,MXP,TUN,2/10/2016 15:05,2016-02-10 16.55.00,ATA,TU 31BIMQ,17
train_id_56,2/14/2016,TU 0720 ,TUN,ORY,2/14/2016 12:20,2016-02-14 14.40.00,ATA,TU 320IMU,236
train_id_57,2/14/2016,TU 0705 ,TUN,CMN,2/14/2016 14:10,2016-02-14 16.55.00,ATA,TU 320IMT,161
train_id_58,2/19/2016,TU 0705 ,TUN,CMN,2/19/2016 14:10,2016-02-19 16.55.00,ATA,TU 736IOR,81
train_id_59,2/22/2016,TU 0339 ,ALG,TUN,2/22/2016 17:00,2016-02-22 18.10.00,ATA,TU 320IMU,0
train_id_60,2/24/2016,TU 0718 ,TUN,ORY,2/24/2016 11:35,2016-02-24 13.55.00,ATA,TU 320IMR,25
train_id_61,2/24/2016,TU 0216 ,TUN,IST,2/24/2016 16:00,2016-02-24 18.35.00,ATA,TU 31BIMQ,0
train_id_62,2/24/2016,TU 0339 ,ALG,TUN,2/24/2016 17:00,2016-02-24 18.10.00,ATA,TU 320IMV,0
train_id_63,2/24/2016,TU 6047 ,TUN,JED,2/24/2016 16:50,2016-02-24 21.15.00,ATA,TU 320IMS,14
train_id_64,2/28/2016,TU 0700 ,TUN,GVA,2/28/2016 12:40,2016-02-28 14.35.00,ATA,TU 320IMU,23
train_id_65,2/29/2016,TU 0635 ,MIR,DJE,2/29/2016 15:15,2016-02-29 15.55.00,ATA,TU 32AIMF,0
train_id_66,3/1/2016,TU 0757 ,MXP,TUN,3/1/2016 15:05,2016-03-01 16.55.00,ATA,TU 31BIMO,4
train_id_67,3/1/2016,TU 0851 ,LYS,TUN,3/1/2016 15:05,2016-03-01 17.00.00,ATA,TU 31AIMK,30
train_id_68,3/1/2016,TU 6021 ,DJE,JED,3/1/2016 22:00,2016-03-02 02.15.00,ATA,TU 320IMW,0
train_id_69,3/1/2016,TU 0397 ,OUA,ABJ,3/1/2016 23:40,2016-03-02 01.05.00,ATA,TU 320IMS,0
train_id_70,3/5/2016,TU 0716 ,TUN,ORY,3/5/2016 7:35,2016-03-05 09.55.00,ATA,TU 32AIMI,11
train_id_71,3/5/2016,TU 0875 ,TUN,DJE,3/5/2016 13:05,2016-03-05 13.55.00,ATA,TU 736IOP,7
train_id_72,3/5/2016,TU 0902 ,TUN,MRS,3/5/2016 13:15,2016-03-05 14.55.00,ATA,TU 32AIML,13
train_id_73,3/24/2016,TU 0700 ,TUN,GVA,3/24/2016 12:40,2016-03-24 14.35.00,ATA,TU 320IMU,10
train_id_74,3/29/2016,TU 0226 ,TUN,BEG,3/29/2016 6:15,2016-03-29 08.25.00,ATA,TU 736IOP,42
train_id_75,3/29/2016,TU 0711 ,TUN,CMN,3/29/2016 7:00,2016-03-29 09.40.00,ATA,TU 320IMW,0
train_id_76,4/26/2016,TU 0216 ,TUN,IST,4/26/2016 15:55,2016-04-26 18.30.00,ATA,TU 32AIML,11
train_id_77,5/30/2016,TU 5505 ,TUN,MED,5/30/2016 1:15,2016-05-30 05.15.00,ATA,TU 320IMW,34
train_id_78,5/31/2016,TU 0788 ,TUN,BRU,5/31/2016 7:30,2016-05-31 10.05.00,ATA,TU 320IMV,7
train_id_79,5/31/2016,TU 0996 ,TUN,NCE,5/31/2016 7:50,2016-05-31 09.20.00,ATA,TU 320IMW,0
train_id_80,5/31/2016,TU 0752 ,TUN,FCO,5/31/2016 7:55,2016-05-31 09.20.00,ATA,TU 320IMS,0
train_id_81,5/31/2016,TU 0642 ,TUN,VIE,5/31/2016 8:15,2016-05-31 10.30.00,ATA,TU 32AIMI,0
train_id_82,6/1/2016,UG 1300 ,TUN,MLA,6/1/2016 9:30,2016-06-01 10.30.00,ATA,TU 736IOK,84
train_id_83,6/1/2016,TU 0791 ,LGW,TUN,6/1/2016 10:00,2016-06-01 12.40.00,ATA,TU 31BIMO,11
train_id_84,6/3/2016,TU 0362 ,TUN,BLQ,6/3/2016 13:55,2016-06-03 15.30.00,ATA,TU 31BIMQ,0
train_id_85,6/3/2016,TU 0848 ,BEY,TUN,6/3/2016 13:25,2016-06-03 16.55.00,ATA,TU 32AIMD,15
train_id_86,6/4/2016,TU 6031 ,TUN,SFA,6/4/2016 14:35,2016-06-04 15.20.00,ATA,TU 320IMT,37
train_id_87,6/5/2016,TU 6024 ,JED,DJE,6/5/2016 1:15,2016-06-05 05.50.00,ATA,TU 320IMW,35
train_id_88,6/5/2016,TU 0998 ,TUN,NCE,6/5/2016 14:15,2016-06-05 15.45.00,ATA,TU 320IMR,25
train_id_89,6/5/2016,TU 0606 ,TUN,MAD,6/5/2016 14:30,2016-06-05 16.35.00,ATA,TU 31BIMQ,15
train_id_90,6/5/2016,TU 0852 ,TUN,FCO,6/5/2016 14:25,2016-06-05 15.50.00,ATA,TU 32AIMM,21
train_id_91,6/5/2016,TU 0999 ,NCE,TUN,6/5/2016 16:35,2016-06-05 18.05.00,ATA,TU 320IMR,25
train_id_92,6/5/2016,TU 0713 ,TUN,JED,6/5/2016 18:55,2016-06-05 23.10.00,ATA,TU 320IMW,27
train_id_93,6/5/2016,TU 8539 ,OPO,LIS,6/5/2016 15:25,2016-06-05 16.15.00,ATA,TU 736IOR,0
train_id_94,6/5/2016,TU 0695 ,MRS,DJE,6/5/2016 15:15,2016-06-05 17.15.00,ATA,TU 736IOK,7
train_id_95,6/5/2016,TU 0721 ,ORY,TUN,6/5/2016 14:55,2016-06-05 17.20.00,ATA,TU 332IFM,45
train_id_96,6/5/2016,TU 0635 ,ORY,DJE,6/5/2016 16:05,2016-06-05 18.50.00,ATA,TU 32AIMN,18
train_id_97,6/6/2016,TU 0527 ,DUS,TUN,6/6/2016 10:00,2016-06-06 12.40.00,ATA,TU 32AIMM,5
train_id_98,6/6/2016,TU 0515 ,BCN,TUN,6/6/2016 10:40,2016-06-06 12.10.00,ATA,TU 320IMU,0
train_id_99,6/6/2016,TU 0745 ,FRA,TUN,6/6/2016 10:20,2016-06-06 12.45.00,ATA,TU 736IOL,22
train_id_100,6/12/2016,TU 0790 ,TUN,LHR,6/12/2016 12:50,2016-06-12 15.55.00,ATA,TU 31BIMO,0
train_id_101,6/12/2016,TU 0756 ,TUN,MXP,6/12/2016 12:30,2016-06-12 14.15.00,ATA,TU 32AIMF,0
train_id_102,6/12/2016,UG 1310 ,SFA,CDG,6/12/2016 10:15,2016-06-12 12.45.00,DEP,TU CR9ISA,10
train_id_103,6/12/2016,TU 0642 ,TUN,VIE,6/12/2016 13:45,2016-06-12 16.00.00,ATA,TU 32AIMG,15
train_id_104,6/15/2016,TU 0996 ,TUN,NCE,6/15/2016 7:50,2016-06-15 09.20.00,ATA,TU 32AIML,0
train_id_105,6/15/2016,TU 0752 ,TUN,FCO,6/15/2016 7:55,2016-06-15 09.20.00,ATA,TU 320IMV,0
train_id_106,6/15/2016,TU 0750 ,TUN,LYS,6/15/2016 8:00,2016-06-15 09.50.00,ATA,TU 320IMS,0
train_id_107,6/15/2016,TU 0856 ,TUN,MXP,6/15/2016 8:00,2016-06-15 09.45.00,ATA,TU 32AIMG,0
train_id_108,6/15/2016,TU 0514 ,TUN,BCN,6/15/2016 8:05,2016-06-15 09.50.00,ATA,TU 32AIMN,9
train_id_109,6/18/2016,TU 0757 ,MXP,TUN,6/18/2016 15:05,2016-06-18 16.55.00,ATA,TU 320IMR,0
train_id_110,6/18/2016,TU 0441 ,ORY,MIR,6/18/2016 14:35,2016-06-18 17.10.00,ATA,TU 736IOK,5
train_id_111,6/18/2016,TU 0485 ,TUN,DJE,6/18/2016 20:05,2016-06-18 21.00.00,ATA,TU 736ION,0
train_id_112,6/18/2016,TU 9041 ,MIR,TUN,6/18/2016 22:40,2016-06-18 23.20.00,ATA,TU 736IOK,0
train_id_113,6/19/2016,TU 0751 ,LYS,TUN,6/19/2016 10:40,2016-06-19 12.35.00,ATA,TU 31BIMO,25
train_id_114,6/19/2016,TU 0753 ,FCO,TUN,6/19/2016 10:20,2016-06-19 11.35.00,ATA,TU 32AIMF,15
train_id_115,6/19/2016,TU 0756 ,TUN,MXP,6/19/2016 12:30,2016-06-19 14.15.00,ATA,TU 32AIMM,14
train_id_116,6/19/2016,TU 0606 ,TUN,MAD,6/19/2016 14:30,2016-06-19 16.35.00,ATA,TU 31BIMO,6
train_id_117,6/20/2016,TU 0813 ,TUN,CAI,6/20/2016 14:35,2016-06-20 17.35.00,ATA,TU 31BIMO,0
train_id_118,6/21/2016,TU 0716 ,TUN,ORY,6/21/2016 6:50,2016-06-21 09.10.00,ATA,TU 32AIML,9
train_id_119,6/21/2016,TU 0603 ,DJE,TUN,6/21/2016 12:35,2016-06-21 13.25.00,ATA,TU 736ION,0
train_id_120,6/21/2016,TU 0722 ,TUN,ORY,6/21/2016 13:55,2016-06-21 16.20.00,ATA,TU 332IFN,19
train_id_121,6/23/2016,UG 1311 ,CDG,TUN,6/23/2016 17:05,2016-06-23 19.20.00,DEP,TU CR9ISA,20
train_id_122,6/24/2016,TU 0564 ,NKC,TUN,6/24/2016 0:30,2016-06-24 04.45.00,ATA,TU 320IMU,25
train_id_123,6/23/2016,TU 0209 ,NTE,TUN,6/23/2016 16:30,2016-06-23 18.50.00,ATA,TU 320IMR,40
train_id_124,6/23/2016,TU 0283 ,TLS,TUN,6/23/2016 17:00,2016-06-23 18.55.00,ATA,TU 32AIML,28
train_id_125,6/27/2016,TU 0813 ,TUN,CAI,6/27/2016 14:35,2016-06-27 17.35.00,ATA,TU 31BIMQ,58
train_id_126,6/30/2016,TU 0398 ,ABJ,TUN,6/30/2016 22:40,2016-07-01 03.55.00,ATA,TU 320IMW,170
train_id_127,7/2/2016,TU 0603 ,ZRH,TUN,7/2/2016 9:10,2016-07-02 11.20.00,ATA,TU 736IOP,6
train_id_128,7/3/2016,TU 0903 ,MRS,TUN,7/3/2016 13:50,2016-07-03 15.25.00,ATA,TU 32AIMF,0
train_id_129,7/3/2016,TU 9147 ,DJE,SFA,7/3/2016 15:50,2016-07-03 16.25.00,ATA,TU 736IOK,0
train_id_130,7/3/2016,TU 0701 ,GVA,TUN,7/3/2016 16:10,2016-07-03 18.05.00,ATA,TU 32AIML,34
train_id_131,7/3/2016,TU 0606 ,TUN,MAD,7/3/2016 14:30,2016-07-03 16.35.00,ATA,TU 31BIMO,6
train_id_132,7/3/2016,TU 0397 ,TUN,ABJ,7/3/2016 16:30,2016-07-03 21.50.00,ATA,TU 320IMS,221
train_id_133,7/3/2016,AT 0606 ,OUD,MRS,7/3/2016 16:40,2016-07-03 18.35.00,ATA,TU 32AIMM,0
train_id_134,7/3/2016,TU 0217 ,IST,TUN,7/3/2016 20:10,2016-07-03 22.55.00,ATA,TU 32AIMG,34
train_id_135,7/8/2016,TU 0538 ,DJE,DUS,7/8/2016 6:30,2016-07-08 09.35.00,ATA,TU 736IOP,133
train_id_136,7/8/2016,TU 0499 ,MUC,DJE,7/8/2016 7:40,2016-07-08 10.15.00,ATA,TU 736IOK,27
train_id_137,7/8/2016,TU 0750 ,TUN,LYS,7/8/2016 8:00,2016-07-08 09.50.00,ATA,TU 32AIMF,14
train_id_138,7/8/2016,TU 5520 ,JED,TUN,7/8/2016 7:15,2016-07-08 12.10.00,ATA,TU 332IFN,80
train_id_139,7/8/2016,TU 0514 ,TUN,BCN,7/8/2016 8:05,2016-07-08 09.50.00,ATA,TU 32AIMD,17
train_id_140,7/8/2016,TU 0251 ,NCE,MIR,7/8/2016 8:25,2016-07-08 10.05.00,ATA,TU 736IOL,6
train_id_141,7/8/2016,TU 0848 ,BEY,TUN,7/8/2016 11:35,2016-07-08 15.05.00,ATA,TU 320IMW,51
train_id_142,7/8/2016,TU 0931 ,MRS,TUN,7/8/2016 8:50,2016-07-08 10.25.00,ATA,TU 32AIML,10
train_id_143,7/8/2016,TU 6551 ,SXF,DJE,7/8/2016 9:10,2016-07-08 12.15.00,ATA,TU 736IOR,0
train_id_144,7/8/2016,AT 0624 ,OUD,ORY,7/8/2016 8:20,2016-07-08 11.00.00,ATA,TU 32AIMN,0
train_id_145,7/8/2016,TU 0718 ,TUN,ORY,7/8/2016 9:20,2016-07-08 11.40.00,ATA,TU 32AIMG,4
train_id_146,7/8/2016,TU 0467 ,HAM,DJE,7/8/2016 9:30,2016-07-08 12.40.00,ATA,TU 31AIMJ,6
train_id_147,7/8/2016,TU 9130 ,MIR,TUN,7/8/2016 10:25,2016-07-08 11.00.00,ATA,TU 320IMS,0
train_id_148,7/8/2016,TU 0635 ,ORY,DJE,7/8/2016 9:50,2016-07-08 12.35.00,ATA,TU 31AIMK,15
train_id_149,7/8/2016,TU 0527 ,DUS,TUN,7/8/2016 10:00,2016-07-08 12.40.00,ATA,TU 320IMV,18
train_id_150,7/8/2016,TU 0717 ,ORY,TUN,7/8/2016 10:30,2016-07-08 12.55.00,ATA,TU 320IMT,0
train_id_151,7/11/2016,TU 0473 ,VCE,TUN,7/11/2016 11:30,2016-07-11 13.10.00,ATA,TU 31BIMQ,0
train_id_152,7/15/2016,TU 6548 ,TUN,HAM,7/15/2016 6:30,2016-07-15 09.25.00,ATA,TU 32AIMF,17
train_id_153,7/15/2016,TU 0788 ,TUN,BRU,7/15/2016 7:30,2016-07-15 10.05.00,ATA,TU 320IMU,25
train_id_154,7/15/2016,TU 0848 ,BEY,TUN,7/15/2016 11:35,2016-07-15 15.05.00,ATA,TU 320IMR,90
train_id_155,7/16/2016,TU 0647 ,FRA,NBE,7/16/2016 17:45,2016-07-16 20.10.00,ATA,TU 32AIML,14
train_id_156,7/23/2016,AT 0678 ,NDR,BRU,7/23/2016 6:30,2016-07-23 09.20.00,ATA,TU 32AIMP,650
train_id_157,7/23/2016,TU 0634 ,DJE,ORY,7/23/2016 6:05,2016-07-23 08.50.00,ATA,TU 31AIMJ,5
train_id_158,7/23/2016,TU 0602 ,TUN,ZRH,7/23/2016 6:10,2016-07-23 08.15.00,ATA,TU 736IOM,6
train_id_159,7/23/2016,TU 0725 ,ORY,TUN,7/23/2016 6:00,2016-07-23 08.25.00,ATA,TU 32AIMI,15
train_id_160,7/23/2016,TU 0930 ,TUN,MRS,7/23/2016 6:25,2016-07-23 08.00.00,ATA,TU 320IMS,0
train_id_161,7/23/2016,TU 0874 ,DJE,GVA,7/23/2016 6:15,2016-07-23 08.35.00,ATA,TU 31AIMK,25
train_id_162,7/23/2016,TU 0875 ,GVA,DJE,7/23/2016 9:25,2016-07-23 11.40.00,ATA,TU 31AIMK,14
train_id_163,7/23/2016,TU 0339 ,ALG,TUN,7/23/2016 9:50,2016-07-23 11.00.00,ATA,TU 320IMU,310
train_id_164,7/23/2016,TU 0716 ,TUN,ORY,7/23/2016 6:50,2016-07-23 09.10.00,ATA,TU 32AIMH,0
train_id_165,7/23/2016,AT 0668 ,OUD,AMS,7/23/2016 6:45,2016-07-23 10.00.00,ATA,TU 32AIMN,10
train_id_166,7/23/2016,TU 0711 ,TUN,NDR,7/23/2016 7:00,2016-07-23 10.10.00,ATA,TU 320IMR,16
train_id_167,7/23/2016,AT 0670 ,NDR,AMS,7/23/2016 6:00,2016-07-23 09.10.00,ATA,TU 32AIMM,44
train_id_168,7/23/2016,TU 0744 ,TUN,FRA,7/23/2016 7:05,2016-07-23 09.40.00,ATA,TU 32AIMG,20
train_id_169,7/23/2016,TU 0788 ,TUN,BRU,7/23/2016 7:30,2016-07-23 10.05.00,ATA,TU 320IMT,0
train_id_170,7/23/2016,TU 0996 ,TUN,NCE,7/23/2016 7:50,2016-07-23 09.20.00,ATA,TU 320IMV,5
train_id_171,7/23/2016,TU 0750 ,TUN,LYS,7/23/2016 8:00,2016-07-23 09.50.00,ATA,TU 320IMW,0
train_id_172,7/23/2016,TU 0850 ,TUN,LYS,7/23/2016 13:20,2016-07-23 15.10.00,ATA,TU 320IMW,60
train_id_173,7/23/2016,TU 2604 ,DJE,ORY,7/23/2016 12:00,2016-07-23 14.45.00,ATA,TU 736IOL,0
train_id_174,7/25/2016,TU 0789 ,BRU,TUN,7/25/2016 11:00,2016-07-25 13.40.00,ATA,TU 32AIMH,61
train_id_175,7/25/2016,TU 0318 ,TUN,LIS,7/25/2016 14:35,2016-07-25 17.30.00,ATA,TU 736IOK,0
train_id_176,7/25/2016,TU 0606 ,TUN,MAD,7/25/2016 14:30,2016-07-25 16.35.00,ATA,TU 31AIMK,0
train_id_177,7/26/2016,TU 0718 ,TUN,ORY,7/26/2016 9:20,2016-07-26 11.40.00,ATA,TU 320IMW,24
train_id_178,7/26/2016,TU 0635 ,ORY,DJE,7/26/2016 9:50,2016-07-26 12.40.00,ATA,TU 32AIML,18
train_id_179,7/26/2016,TU 0282 ,TUN,TLS,7/26/2016 13:20,2016-07-26 15.15.00,ATA,TU 320IMV,7
train_id_180,7/26/2016,AT 0695 ,FRA,NDR,7/26/2016 18:30,2016-07-26 21.30.00,ATA,TU 32AIMP,25
train_id_181,4/22/2016,TU 0789 ,BRU,TUN,4/22/2016 11:00,2016-04-22 13.35.00,ATA,TU 320IMR,10
train_id_182,4/22/2016,TU 6551 ,SXF,DJE,4/22/2016 11:10,2016-04-22 14.10.00,ATA,TU 31AIMK,5
train_id_183,4/22/2016,TU 0902 ,TUN,MRS,4/22/2016 11:25,2016-04-22 13.00.00,ATA,TU 320IMT,14
train_id_184,4/22/2016,TU 0720 ,TUN,ORY,4/22/2016 12:25,2016-04-22 14.45.00,ATA,TU 320IMU,8
train_id_185,4/22/2016,TU 0756 ,TUN,MXP,4/22/2016 12:30,2016-04-22 14.15.00,ATA,TU 32AIMC,39
train_id_186,4/22/2016,TU 0850 ,TUN,LYS,4/22/2016 13:20,2016-04-22 15.10.00,ATA,TU 320IMW,22
train_id_187,4/22/2016,TU 0648 ,DJE,FRA,4/22/2016 13:05,2016-04-22 16.05.00,ATA,TU 736IOK,46
train_id_188,4/22/2016,TU 0472 ,TUN,VCE,4/22/2016 13:15,2016-04-22 14.55.00,ATA,TU 32AIML,36
train_id_189,4/22/2016,TU 0903 ,MRS,TUN,4/22/2016 13:50,2016-04-22 15.25.00,ATA,TU 320IMT,5
train_id_190,4/22/2016,TU 0246 ,TUN,SXB,4/22/2016 13:35,2016-04-22 15.55.00,ATA,TU 736IOR,27
train_id_191,4/22/2016,TU 0374 ,TUN,ALG,4/22/2016 13:45,2016-04-22 15.05.00,ATA,TU 332IFM,32
train_id_192,4/22/2016,TU 0722 ,TUN,ORY,4/22/2016 13:55,2016-04-22 16.20.00,ATA,TU 320IMS,9
train_id_193,4/22/2016,TU 0713 ,TUN,JED,4/22/2016 18:55,2016-04-22 23.10.00,ATA,TU 332IFM,58
train_id_194,4/22/2016,TU 0555 ,SXB,DJE,4/22/2016 18:00,2016-04-22 20.40.00,ATA,TU 736IOQ,0
train_id_195,4/22/2016,TU 0723 ,ORY,TUN,4/22/2016 17:50,2016-04-22 20.20.00,ATA,TU 320IMS,0
train_id_196,4/22/2016,TU 0724 ,TUN,ORY,4/22/2016 18:20,2016-04-22 20.40.00,ATA,TU 32AIMD,0
train_id_197,4/23/2016,TU 9011 ,TUN,NBE,4/23/2016 3:40,2016-04-23 04.15.00,ATA,TU 31AIMJ,0
train_id_198,4/23/2016,TU 9062 ,TUN,MIR,4/23/2016 4:00,2016-04-23 04.40.00,ATA,TU 32AIMI,0
train_id_199,4/23/2016,TU 9006 ,TUN,MIR,4/23/2016 4:30,2016-04-23 05.05.00,ATA,TU 32AIMC,0
train_id_200,4/23/2016,TU 0726 ,DJE,MIR,4/23/2016 4:40,2016-04-23 05.20.00,ATA,TU 32AIMF,0
train_id_201,4/23/2016,TU 0250 ,MIR,NCE,4/23/2016 5:55,2016-04-23 07.35.00,ATA,TU 32AIMC,29
train_id_202,4/23/2016,TU 0700 ,DJE,TUN,4/23/2016 6:30,2016-04-23 07.20.00,ATA,TU 736IOK,0
train_id_203,4/23/2016,TU 0540 ,NBE,DUS,4/23/2016 6:50,2016-04-23 09.40.00,ATA,TU 320IMU,0
train_id_204,4/23/2016,TU 0552 ,NBE,HAM,4/23/2016 6:40,2016-04-23 09.35.00,ATA,TU 32AIMN,0
train_id_205,4/23/2016,TU 0931 ,MRS,TUN,4/23/2016 8:50,2016-04-23 10.25.00,ATA,TU 32AIML,0
